seed,round,a_eff,mean_tau,global_update_norm,straggler_share,dominating_cid,max_contribution_share,max_amp,server_lr,source
123,42,5039.494790923451,512.9494790923362,,0.38286626948204144,5,0.38286626948204144,2.1353791486958755,,reconstructed
123,43,4427.853575134524,451.7853574996432,,0.3006448556386626,3,0.3006448556386626,2.6673816703465736,,reconstructed
123,44,4823.552162238193,491.3552162123591,,0.12260215639382596,1,0.22453292715268677,2.888354586789822,,reconstructed
123,45,4870.184322211312,496.0184101612673,,0.43075002922863553,2,0.43075002922863553,5.073101209494576,,reconstructed
123,46,3788.4768519292625,387.8467247038676,,0.40261140104782944,5,0.40261140104782944,6.210043696070115,,reconstructed
123,47,4209.562845766505,429.9210789210789,,0.4646985373663486,2,0.4646985373663486,16.051543413207447,,reconstructed
123,48,5268.359662476808,535.8341658341659,,0.39037475224639423,1,0.39037475224639423,9.937844876258211,,reconstructed
123,49,4908.2446180520665,499.8244612530326,,0.373369253085834,2,0.373369253085834,3.746751515774072,,reconstructed
123,50,4563.946053946143,465.3946053946054,,0.2647501718260515,4,0.2647501718260515,1.9338754465868944,,reconstructed
123,51,5074.82376116209,516.482374768089,,0.13179386317064984,4,0.28691002300322327,4.125872701217611,,reconstructed
123,52,4901.067503962794,499.10675039246473,,0.2674751538414574,1,0.2674751538414574,2.7689646910701993,,reconstructed
123,53,4214.0311925579335,430.4021692593121,,0.39969509227557354,3,0.39969509227557354,6.907609275495673,,reconstructed
123,54,5738.93249615181,582.8932496075353,,0.19842722787504863,6,0.19842722787504863,3.4364865230037696,,reconstructed
123,55,4102.940137893283,419.29399172256313,,0.3884178292295119,2,0.3884178292295119,4.273889692655277,,reconstructed
123,56,4639.325117679851,472.93064078778366,,0.3023399762665229,0,0.3023399762665229,8.751280532042395,,reconstructed
123,57,4374.023146110908,446.40231197374055,,0.14986881270210564,5,0.31530333986094455,3.8034977572571296,,reconstructed
123,58,4301.14885674632,439.1148851148851,,0.24904425052984105,4,0.24904425052984105,3.283319649414678,,reconstructed
123,59,3339.367300905514,342.8895390323962,,0.24288350204861126,2,0.25567686663596695,14.945675351221276,,reconstructed
123,60,3922.922801655969,401.24504067361215,,0.2815038501918335,0,0.2815038501918335,17.557436884991663,,reconstructed
123,61,4264.417888778307,435.4061652633081,,0.5256429477213426,5,0.5256429477213426,16.26071195079629,,reconstructed
123,62,4399.746915587122,448.9275010703582,,0.44859132131826157,1,0.44859132131826157,19.69151132613395,,reconstructed
123,63,3930.8888224519183,402.0861995147709,,0.26030901764520537,3,0.4078507847436616,7.414938585453197,,reconstructed
123,64,3755.118432667824,384.5117739403454,,0.2451188622228295,5,0.2641066196998462,4.470352487934334,,reconstructed
123,65,4719.210789348883,480.9210789210789,,0.3450734680210941,3,0.3450734680210941,2.8428980643580917,,reconstructed
123,66,4690.515199124814,478.0515199086627,,0.2509233914319614,0,0.2509233914319614,2.6500085866606153,,reconstructed
123,67,4826.649752829106,491.66490652204936,,0.2815898361996442,0,0.2815898361996442,5.745977421973872,,reconstructed
123,68,5190.736412037986,528.0736406450692,,0.3847487554669896,5,0.3847487554669896,3.962394100786581,,reconstructed
123,69,3941.6711859604666,403.16711859569,,0.17382113015737904,0,0.19795330539940081,1.9610304407547507,,reconstructed
123,70,4840.264031854256,492.9791636934494,,0.388710959538399,0,0.388710959538399,21.663090135269286,,reconstructed
123,71,4154.538381637521,424.4521193092621,,0.17923124847483055,4,0.37654286834594813,7.287564933656736,,reconstructed
123,72,4580.255264365315,467.0228343085486,,0.3121597230916638,1,0.3121597230916638,8.639855519949123,,reconstructed
123,73,4351.485376810714,444.1458541458542,,0.21821779856155543,2,0.4025161294421642,8.20832088668002,,reconstructed
123,74,5305.567289991097,539.5567289853004,,0.2146867598635376,3,0.2146867598635376,3.19612487178568,,reconstructed
123,75,4404.505494509043,449.4505494505494,,0.1928529208640919,4,0.272074040966709,2.19129626590076,,reconstructed
123,76,4682.691894567224,477.2691594120165,,0.32221959663749683,3,0.32221959663749683,4.877796884540317,,reconstructed
123,77,4859.13657770801,494.91365777080057,,0.16348755059652648,0,0.2025761423547381,1.7930393275675218,,reconstructed
123,78,5956.950192664479,604.6950192664478,,0.09202867059139569,0,0.18134806591932381,1.6320411486751993,,reconstructed
123,79,4349.446622296672,443.94377051519905,,0.4869913776493419,5,0.4869913776493419,7.129581262831808,,reconstructed
123,80,4902.705251411499,499.2704438418724,,0.25340884124383867,6,0.25340884124383867,6.205889523839282,,reconstructed
123,81,5328.315969752071,541.8315969744541,,0.07026094934068168,2,0.22121872360269063,2.819214798693689,,reconstructed
123,82,4026.5124136898194,411.65034965034965,,0.4368590431676658,5,0.4368590431676658,6.600229857297122,,reconstructed
123,83,4913.325246185898,500.33252461823895,,0.18727064927857234,0,0.19717169406939833,2.4444404209610835,,reconstructed
123,84,4768.244612541317,485.82446125303267,,0.08838966535484434,2,0.29333371945937414,2.5228807472717185,,reconstructed
123,85,4190.019980161533,428.001998001998,,0.24475847976330148,3,0.24475847976330148,2.5241084204391813,,reconstructed
123,86,4342.8102967512,443.2801484230055,,0.32102266721113476,2,0.32102266721113476,7.118703046274212,,reconstructed
