round,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_loss_flower,train_loss_weighted,algorithm,mu,seed,local_epochs
68,1.3835572958111406,0.7497507477567298,0.45278917445193795,0.44576514849691257,1.3835572958111406,0.004698459828122749,fedavg,0.0,42,20
69,1.4090422557096776,0.7607178464606181,0.4541169339764188,0.4740811219711847,1.4090422557096776,0.003988118064696509,fedavg,0.0,42,20
70,1.397776595497892,0.7477567298105683,0.4641577539704003,0.4709399105869975,1.397776595497892,0.009823479009885299,fedavg,0.0,42,20
71,1.3159692469289748,0.7537387836490529,0.46430894252908306,0.4768994716363627,1.3159692469289748,0.0076266616817371605,fedavg,0.0,42,20
72,1.3988739663320904,0.7577268195413759,0.4536291851280142,0.4834405614883933,1.3988739663320904,0.003985835818148399,fedavg,0.0,42,20
73,1.4386513260520943,0.7567298105682951,0.47015794509939707,0.47436613739531197,1.4386513260520943,0.002237765236149399,fedavg,0.0,42,20
74,1.3701574924816995,0.7557328015952144,0.4640995374016451,0.48822837177412826,1.3701574924816995,0.005602407627261679,fedavg,0.0,42,20
75,1.3315322332581874,0.7607178464606181,0.43865529052882685,0.4629358253004194,1.3315322332581874,0.006447081877585163,fedavg,0.0,42,20
76,1.3456761396061983,0.7607178464606181,0.48857506187716965,0.4962485239669919,1.3456761396061983,0.006654877866889437,fedavg,0.0,42,20
77,1.425272772996756,0.7627118644067796,0.46368074190088243,0.48125497986732063,1.425272772996756,0.0008841227002651934,fedavg,0.0,42,20
78,1.4634110013604282,0.7547357926221336,0.45752063410143035,0.47711137356022226,1.4634110013604282,0.004522222564179577,fedavg,0.0,42,20
79,1.4698908339706755,0.7517447657028913,0.4617469350490428,0.47748423798917816,1.4698908339706755,0.0017780382126082836,fedavg,0.0,42,20
80,1.4435069130163487,0.7627118644067796,0.47878545700559755,0.4995449152529999,1.4435069130163487,0.0031263777325383976,fedavg,0.0,42,20
81,1.5057187148129358,0.7597208374875374,0.47228697416051046,0.5007010367975832,1.5057187148129358,0.0026082872028912645,fedavg,0.0,42,20
82,1.56432087019695,0.7627118644067796,0.4776717575312424,0.5027784479189542,1.56432087019695,0.0008721675843703739,fedavg,0.0,42,20
83,1.6608283083555349,0.7587238285144566,0.4723596571371747,0.4997597769376652,1.6608283083555349,0.0004300000774962847,fedavg,0.0,42,20
84,1.5415251566429558,0.7607178464606181,0.4620203435191726,0.4912009219651705,1.5415251566429558,0.005079499578559705,fedavg,0.0,42,20
85,1.5562041950368453,0.7577268195413759,0.47118359940373994,0.49294712204548274,1.5562041950368453,0.0004209959926774136,fedavg,0.0,42,20
86,1.6109761659312225,0.7637088733798604,0.4707814539196273,0.4975984756635693,1.6109761659312225,0.0005328907121614786,fedavg,0.0,42,20
87,1.608788754505032,0.7567298105682951,0.4774698738398972,0.475115683598806,1.608788754505032,0.0003233804763068059,fedavg,0.0,42,20
88,1.5623520893803384,0.7617148554336989,0.48284722429921495,0.5081799543407362,1.5623520893803384,0.001841232668210764,fedavg,0.0,42,20
89,1.6794715920093646,0.7617148554336989,0.45668839146590906,0.4775771903992707,1.6794715920093646,0.0034324596242163957,fedavg,0.0,42,20
90,1.538927125134473,0.7517447657028913,0.47615846924980415,0.48090778510357285,1.538927125134473,0.004158648980406261,fedavg,0.0,42,20
91,1.5574442209417776,0.7537387836490529,0.4677265410286488,0.4941786300254575,1.5574442209417776,0.0018308930408763619,fedavg,0.0,42,20
92,1.5889261103460819,0.7497507477567298,0.45127431801904866,0.451540256487585,1.5889261103460819,0.0003098542909842069,fedavg,0.0,42,20
93,1.5679745060853207,0.7567298105682951,0.47357361502560563,0.4957442228576614,1.5679745060853207,0.0005581984771720939,fedavg,0.0,42,20
94,1.6283960536137179,0.7497507477567298,0.4664643277055455,0.45964954897324256,1.6283960536137179,0.0014873500930145979,fedavg,0.0,42,20
95,1.5774744400236447,0.7547357926221336,0.4718730886178193,0.5097381475340689,1.5774744400236447,0.0005344328347772322,fedavg,0.0,42,20
96,1.5403929783601467,0.7547357926221336,0.4732885581831717,0.4771575410293013,1.5403929783601467,0.004304987666276007,fedavg,0.0,42,20
