round,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,train_loss_weighted
124,1.5736532115033,0.7587238285144566,0.49410960265761206,0.4980276044001712,0.0005733428104494563
125,1.6018807023971648,0.7637088733798604,0.49650783526661746,0.5081884802664095,0.0006621586191001924
126,1.605843372145298,0.7627118644067796,0.4937254824842647,0.5030912882505276,0.0005805946395023313
127,1.632356708689202,0.7676969092721835,0.5091730979318801,0.5232177968327237,0.000649715101840417
128,1.6419753783483686,0.7637088733798604,0.4933956321544143,0.5063450275211824,0.0005914178950793328
129,1.6709612496234365,0.7627118644067796,0.4829394216982039,0.49170590785523277,0.0006060188249068378
130,1.6472886307527157,0.765702891326022,0.508094446853229,0.5192780740435882,0.0005432548288234966
131,1.6497541071767228,0.7647058823529411,0.5007468395056217,0.5142626806816176,0.000551753087227019
132,1.6641282463596683,0.765702891326022,0.5005969893557716,0.5160434725715698,0.0005501445545580718
133,1.683119644671827,0.7617148554336989,0.5111695180781832,0.516614771634322,0.0006138576871812775
134,1.6843791409717837,0.7647058823529411,0.5048395419589798,0.5168720869930026,0.0004961383432078148
135,1.7253077397436825,0.765702891326022,0.4963323867305132,0.5089826847999089,0.0005824580787120165
136,1.6847478137059084,0.7647058823529411,0.515893121162442,0.5234514221676149,0.00045071868473096243
137,1.694695294913599,0.7666999002991027,0.5223597309077402,0.530731150264581,0.0005184245164319702
138,1.7106329164619103,0.7647058823529411,0.5032694903889283,0.5160904707001545,0.0004663491752182739
139,1.697561362685853,0.7627118644067796,0.5046369384776879,0.5177759881274671,0.0004476088648862292
140,1.7098295141906585,0.7666999002991027,0.5126154464561958,0.5241220639642321,0.00044421451330628865
141,1.7074903505273973,0.7637088733798604,0.5034129888930826,0.5142356536020346,0.0004199316122657794
142,1.7367951212708994,0.7637088733798604,0.5081447952642332,0.5202251646294579,0.0005392061875334303
143,1.7173330112326062,0.7676969092721835,0.5145873231353325,0.522496752850003,0.0003915094811858209
144,1.7563347130687026,0.765702891326022,0.5074210659690753,0.5137705463472222,0.0004966914106803557
145,1.7570033929164959,0.765702891326022,0.5074210659690753,0.5160322164142807,0.0005036997064751578
146,1.7435225600140878,0.765702891326022,0.5095692648385858,0.5164467923492356,0.00036829384609908436
147,1.7556104743231091,0.7647058823529411,0.5082822635515843,0.5154455193767079,0.00039647546627936736
148,1.7589932056153166,0.7666999002991027,0.5203999273085924,0.5298362390534942,0.00041119071671125786
149,1.734833603841833,0.7637088733798604,0.5055584108277317,0.5124082744542894,0.0003406732677722643
150,1.739691749289409,0.7647058823529411,0.5144445697138905,0.5231170186609864,0.0003741684274952702
